Diff	Filename	Token Count	Text Length	Word Count	Punctuation Count	Number Count	Whitespace Count	Lines	Sentence Count	Predicted Token Count	Mistral Token Count
87	927.abap	143	736	47	108	10	162	15	98	56	201
21	928.abap	32	244	15	14	0	19	6	14	11	49
-231	929.abap	3277	13307	1112	241	143	5200	451	133	3508	4677
-116	930.abap	1341	7572	583	98	115	1883	134	49	1457	1971
137	931.abap	3434	12764	1172	285	283	4006	352	118	3297	4638
27	932.abap	170	957	62	31	6	236	19	23	143	256
53	933.abap	205	934	60	30	22	169	17	22	152	315
-91	934.abap	10974	43116	3651	1074	1359	12364	1101	503	11065	16351
-817	935.abap	7501	31934	2729	744	797	9983	915	394	8318	11075
-76	936.abap	1711	6092	581	163	237	1715	188	70	1787	2438
-207	937.abap	534	3199	192	34	91	453	84	25	741	848
-68	938.abap	347	1513	117	27	136	351	28	9	415	527
28	939.abap	156	922	60	30	4	265	17	22	128	242
-401	940.abap	13669	51001	4448	1134	3296	18864	1102	552	14070	20165
57	941.abap	496	1613	163	53	9	360	58	21	439	675
45	942.abap	198	896	58	29	34	182	15	21	153	294
3	943.abap	98	508	44	9	6	73	14	5	95	152
1	944.abap	108	515	35	10	19	129	13	2	107	174
-6	945.abap	283	1373	135	24	36	403	27	10	289	409
23	946.abap	443	1683	139	59	21	354	57	37	420	635
44	947.abap	172	923	60	30	4	257	17	22	128	263
798	948.abap	13999	56600	4281	1181	1328	17851	1376	648	13201	19912
17	949.abap	70	331	17	10	2	27	10	3	53	107
51	950.abap	175	896	58	29	10	238	15	21	124	255
-108	951.abap	707	2875	259	88	27	1038	97	4	815	1002
19	952.abap	2343	8768	870	233	324	2740	226	128	2324	3419
-51	953.abap	280	1415	106	30	38	397	34	2	331	417
397	954.abap	5369	22414	1872	650	614	9337	336	13	4972	6892
-316	955.abap	2726	13950	1179	338	188	4951	311	156	3042	3980
35	956.abap	31	130	11	8	0	39	3	6	-4	43
31	957.abap	441	1470	92	46	86	257	49	38	410	641
-125	958.abap	473	2498	211	43	23	833	75	19	598	666
-296	959.abap	2495	10423	958	156	485	4077	261	87	2791	3737
1276	960.abap	29282	99624	10018	2570	5730	29753	2264	1270	28006	41954
-736	961.abap	20617	91507	7502	1569	1675	33844	2386	1099	21353	31046
-125	962.abap	595	3108	248	44	45	910	90	36	720	897
-24	963.abap	742	4520	322	52	25	1041	75	30	766	1088
78	964.abap	838	2853	282	62	69	725	84	25	760	1095
-122	965.abap	1413	5522	605	274	132	1576	157	112	1535	1916
